rank,committee,resolved_name,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,proposed_by,reviewed
90,FRIENDS OF MICHAEL MCELWEE,,229,45023.33,nyboe,in_master_no_party,,,,49.08,REP,false,false,high,Mike McElwee is the Republican Islip Town Council member for District Three who defeated Democrat Christine Pellegrino in 2023,https://messengerpapers.com/2023/10/mike-mcelwee-for-islip-town-council-district-three/,candidate,web-research-v2-pass2-2026-08-10,yes
91,C00635391,HOLD THE HOUSE PAC,228,3269.0,fec,in_master_no_party,W,,HOLD THE HOUSE PAC,49.23,DEM,false,false,medium,FEC committee C00635391 files as Red to Blue CA a hybrid PAC organized to flip Republican held California House seats to Democrats,https://www.fec.gov/data/committee/C00635391/,ideological_pac,web-research-v2-2026-08-10,yes
92,FRIENDS OF JOHN M. LORENZO,,227,65239.5,nyboe,in_master_no_party,,,,49.38,REP,false,false,high,John M Lorenzo is the Islip Town Council member for District Four who holds the seat on the Republican and Conservative lines,https://messengerpapers.com/2023/10/councilman-john-lorenzo-for-islip-town-council-district-four/,candidate,web-research-v2-pass2-2026-08-10,yes
93,PEOPLE FOR MCGARRY,,227,50170.9,nyboe,in_master_no_party,,,,49.53,DEM,false,false,medium,Ryan McGarry is listed as a candidate by the Suffolk County Democratic Committee and is the only Long Island McGarry found seeking office,https://suffolkcountydems.com/candidate/ryan-mcgarry,candidate,web-research-v2-pass2-2026-08-10,yes
94,KIELY FOR ASSEMBLY,,227,22530.66,nyboe,in_master_no_party,,,,49.68,REP,false,false,high,Stephen F Kiely is the Republican candidate for New York State Assembly District 1 on eastern Long Island,https://politicsny.com/election-primer-long-island/,candidate,web-research-v2-pass2-2026-08-10,yes
95,"ADAMS, ADRIENNE",,221,91492.52,nyccfb,not_in_fec_master,,,,49.82,DEM,false,false,high,Adrienne Adams is the Democratic Speaker of the New York City Council,,candidate,web-research-v2-2026-08-10,yes
96,NIXON PEABODY LLP PAC,,221,8314.24,nyboe,in_master_no_party,Q,,NONE,49.97,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,carried-forward:committees_tagged:name,yes
97,COMMITTEE TO ELECT KATHLEEN CLEARY,,220,26220.6,nyboe,in_master_no_party,,,,50.11,,false,false,low,No New York officeholder or candidate named Kathleen Cleary could be identified,,candidate,web-research-v2-pass2-2026-08-10,yes
98,NEW YORKERS FOR A BRIGHTER FUTURE,,220,8987.0,nyboe,in_master_no_party,,,,50.26,DEM,true,false,high,This is the political action committee of New York State United Teachers the statewide teachers union whose political giving is overwhelmingly Democratic,,union_pac,web-research-v2-pass2-2026-08-10,yes
99,"DE BLASIO, BILL",,215,127145.5,nyccfb,not_in_fec_master,,,,50.4,DEM,false,false,high,Bill de Blasio was elected Mayor of New York City twice on the Democratic line,,candidate,web-research-v2-2026-08-10,yes
100,NURSE ANESTHESIA CRNA PAC FUND,,215,15813.11,nyboe,in_master_no_party,,,,50.54,,false,true,medium,PAC of the certified registered nurse anesthetists professional association which is a practitioner trade group rather than a contract-bargaining union,,trade_assoc_pac,carried-forward:committees_tagged:name,yes
101,C00657452,DEMOCRATIC CONSERVATION ALLIANCE PAC,213,3712.0,fec,in_master_no_party,Q,,,50.68,DEM,false,false,medium,PAC organized to elect Democratic candidates on conservation and environmental issues as its name states,https://www.fec.gov/data/committee/C00657452/,ideological_pac,web-research-v2-2026-08-10,yes
102,AMALGAMATED BANK PAC - PAC CONTRIBUTIONS ACCOUNT,,213,17422.0,nyboe,in_master_no_party,,,,50.82,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,carried-forward:committees_tagged:name,yes
103,FRIENDS OF MANUEL ESTEBAN,,212,32760.87,nyboe,in_master_no_party,,,,50.96,,false,false,low,No New York officeholder or candidate named Manuel Esteban could be identified,,candidate,web-research-v2-pass2-2026-08-10,yes
104,TEAM GLEN COVE,,212,53333.0,nyboe,in_master_no_party,,,,51.1,,false,false,low,Glen Cove city slate committee whose party could not be determined because both Democratic and Republican slates contested the 2025 Glen Cove city elections,,other,web-research-v2-pass2-2026-08-10,yes
105,FRIENDS OF KELLY PERRY,,211,29872.55,nyboe,in_master_no_party,,,,51.24,DEM,false,false,medium,Kelly Perry-Hyland was the Democratic candidate for Suffolk County Legislature District 8 in 2025,https://www.longislandpress.com/2025/11/04/election-long-island-results/,candidate,web-research-v2-pass2-2026-08-10,yes
106,C00430256,MOLINA HEALTHCARE INC,209,29938.0,fec,in_master_no_party,Q,C,MOLINA HEALTHCARE INC,51.38,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
107,FRIENDS OF VICKI,,208,29351.0,nyboe,in_master_no_party,,,,51.51,,false,false,low,Committee name gives only a first name so the candidate could not be identified,,candidate,web-research-v2-pass2-2026-08-10,yes
108,CITIZENS FOR LEONICK,,206,32356.0,nyboe,in_master_no_party,,,,51.65,REP,false,false,high,Jim Leonick is an East Northport attorney who ran as a Republican for the Huntington Town Board,https://tbrnewsmedia.com/cergol-leonick-compete-to-fill-one-year-left-of-berlands-term/,candidate,web-research-v2-pass2-2026-08-10,yes
109,C00799288,RETIRE OR LOSE,205,4006.0,fec,in_master_no_party,N,,NONE,51.78,REP,false,false,high,FEC C00799288 RETIRE OR LOSE is a joint fundraising committee of the National Republican Congressional Committee and Emmer for Congress,https://www.fec.gov/data/committee/C00799288/,joint_fundraising,web-research-v2-pass2-2026-08-10,yes
110,FRIENDS OF CHERYL A. FELICE,,204,29210.0,nyboe,in_master_no_party,,,,51.92,DEM,false,false,high,Cheryl Felice ran as the Democratic candidate for Brookhaven Town Council District 4 against Republican incumbent Michael Loguercio,https://www.tbrnewsmedia.com/?s=%22Cheryl+Felice%22,candidate,web-research-v2-pass2-2026-08-10,yes
111,COMMITTEE TO ELECT WILLIAM MILLER,,202,34875.0,nyboe,in_master_no_party,,,,52.05,,false,false,low,William Miller is too common a name to identify a specific New York candidate so no party can be assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
112,C00785014,CONQUERING CANCER PAC,202,221175.0,fec,in_master_no_party,Q,,NONE,52.18,,false,false,low,Single-issue federal health PAC with no confirmed party alignment,,ideological_pac,carried-forward:committees_tagged:resolved-fec-name,yes
113,C00457234,"MARSH & MCLENNAN COMPANIES, INC.",200,6134.0,fec,in_master_no_party,Q,C,"MARSH & MCLENNAN COMPANIES, INC.",52.31,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
114,C00894071,LOVE AMERICA UPHOLD FREEDOM PAC,199,3567.0,fec,in_master_no_party,O,,NONE,52.44,REP,false,false,medium,Conservative super PAC filing from the Hudson Wisconsin Republican compliance office used by Republican campaign committees,https://www.fec.gov/data/committee/C00894071/,ideological_pac,web-research-v2-2026-08-10,yes
115,C00894881,DEMOCRATS WIN FUND ACTION,195,4295.0,fec,in_master_no_party,Q,,DEMOCRATS WIN FUND ACTION,52.57,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,rule-engine-v2 (party-name:DEM),yes
116,COMMITTEE TO ELECT CHUMI DIAMOND,,195,34756.0,nyboe,in_master_no_party,,,,52.7,,false,false,low,No New York officeholder or candidate named Chumi Diamond could be identified,,candidate,web-research-v2-pass2-2026-08-10,yes
117,C00654053,STATE GOVERNMENT CITIZENS' COMMITTEE,192,111849.0,fec,in_master_no_party,V,,STATE GOVERNMENT CITIZENS' COMMITTEE,52.83,,false,false,low,FEC C00654053 now files as THE PAC FOR AMERICAS FUTURE a Washington DC hybrid PAC with treasurer John Raskin and no disclosed connected organization so its party could not be established,https://www.fec.gov/data/committee/C00654053/,other,web-research-v2-pass2-2026-08-10,yes
118,C00000422,AMERICAN MEDICAL ASSOCIATION,191,60260.0,fec,in_master_no_party,Q,,AMERICAN MEDICAL ASSOCIATION,52.95,,false,true,high,AMPAC is the political fund of the American Medical Association a physicians trade association that gives to incumbents of both parties,,trade_assoc_pac,web-research-v2-2026-08-10,yes
119,FRIENDS OF PATRICK MULLANEY,,191,34500.0,nyboe,in_master_no_party,,,,53.08,REP,false,false,high,Patrick Mullaney is the Republican Nassau County Legislator for the 4th Legislative District,https://www.longislandpress.com/2025/11/04/election-long-island-results/,candidate,web-research-v2-pass2-2026-08-10,yes
120,FRIENDS OF WILL MURPHY,,190,32561.57,nyboe,in_master_no_party,,,,53.2,DEM,false,false,high,Will Murphy is the Democratic candidate for New York State Assembly District 15 in Nassau County,https://politicsny.com/election-primer-long-island/,candidate,web-research-v2-pass2-2026-08-10,yes
121,FRIENDS OF LISA ORTIZ,,190,25665.0,nyboe,in_master_no_party,,,,53.33,DEM,false,false,high,Lisa Ortiz is the Democratic candidate for New York State Assembly District 18 in Nassau County,https://politicsny.com/election-primer-long-island/,candidate,web-research-v2-pass2-2026-08-10,yes
122,SUFFOLK COUNTS,,189,57559.0,nyboe,in_master_no_party,,,,53.45,,false,false,low,No sponsoring candidate party or organization could be identified for this Suffolk County committee,,other,web-research-v2-pass2-2026-08-10,yes
123,"MCGUIRE, RAYMOND J",,186,164748.09,nyccfb,not_in_fec_master,,,,53.57,DEM,false,false,high,Raymond McGuire ran in the 2021 Democratic primary for Mayor of New York City,,candidate,web-research-v2-2026-08-10,yes
124,FRIENDS OF JOSH TAVERAS,,184,3406.0,nyboe,in_master_no_party,,,,53.7,,false,false,low,No New York officeholder or candidate named Josh Taveras could be identified,,candidate,web-research-v2-pass2-2026-08-10,yes
125,FRIENDS OF ELLEN LEDERER-DEFRANCESCO,,184,9076.9,nyboe,in_master_no_party,,,,53.82,DEM,false,false,high,Ellen Lederer DeFrancesco is the Democratic candidate for New York State Assembly District 14 in Nassau County,https://politicsny.com/election-primer-long-island/,candidate,web-research-v2-pass2-2026-08-10,yes
126,DAWNMARIE FOR NEW YORK,,183,15985.87,nyboe,not_in_fec_master,,,,53.94,REP,false,false,medium,This is the statewide committee of the same DawnMarie whose Islip committee in Suffolk County is a Republican candidate committee,,candidate,web-research-v2-2026-08-10,yes
127,SLAUGHTER FOR NEW YORK,,183,16696.0,nyboe,in_master_no_party,,,,54.06,,false,false,low,No New York candidate surnamed Slaughter could be identified so no party can be assigned,,candidate,web-research-v2-pass2-2026-08-10,yes
128,C00108035,MCKESSON CORPORATION,183,2820.0,fec,in_master_no_party,Q,C,MCKESSON CORPORATION,54.18,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
129,C00104802,DELTA AIR LINES,183,50450.0,fec,in_master_no_party,Q,C,DELTA AIR LINES,54.3,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
130,C00831651,LEADERSHIP AMERICA NEEDS,182,32457.0,fec,in_master_no_party,W,,,54.42,,false,false,low,FEC C00831651 is a hybrid PAC based in East Setauket Suffolk County with treasurer Paul Kilgore and no disclosed connected organization so its party could not be confirmed,https://www.fec.gov/data/committee/C00831651/,other,web-research-v2-pass2-2026-08-10,yes
131,PARTNERS OF HARRIS BEACH MURTHA CULLINA PLLC PAC,,180,79403.37,nyboe,in_master_no_party,,,,54.54,,false,true,high,PAC of the partners of the law firm Harris Beach Murtha Cullina which gives to incumbents of both parties,,corporate_pac,carried-forward:committees_tagged:name,yes
132,FRIENDS OF JOSH SLAUGHTER,,180,19206.0,nyboe,in_master_no_party,,,,54.65,,false,false,low,No New York officeholder or candidate named Josh Slaughter could be identified,,candidate,web-research-v2-pass2-2026-08-10,yes
133,LIBERTARIAN PARTY OF NEW YORK,,179,4990.88,nyboe,in_master_no_party,,,,54.77,,false,false,high,Minor-party committee (Independence Libertarian Green Reform SAM or Forward) which does not fold to either major party under the project convention,,other,carried-forward:committees_tagged:name,yes
134,C00914150,OPERATION RED STRIKE,178,4814.0,fec,in_master_no_party,N,,NONE,54.89,REP,false,false,medium,Republican branded PAC filing from the Mountain Brook Alabama address shared with an explicitly Republican Georgia Senate nominee fund,https://www.fec.gov/data/committee/C00914150/,ideological_pac,web-research-v2-2026-08-10,yes
135,MURRAY FOR NEW YORK,,178,20691.0,nyboe,in_master_no_party,,,,55.01,,false,false,low,Committee gives no first name and several Long Island Murrays have held office so the candidate could not be pinned down,,candidate,web-research-v2-pass2-2026-08-10,yes
136,C00338087,"L3 TECHNOLOGIES, INC.",176,3306.0,fec,in_master_no_party,Q,C,"L3 TECHNOLOGIES, INC.",55.12,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
137,FRIENDS OF LAURA RYDER,,174,27550.0,nyboe,in_master_no_party,,,,55.24,,false,false,low,No New York officeholder or candidate named Laura Ryder could be identified,,candidate,web-research-v2-pass2-2026-08-10,yes
138,"GARCIA, KATHRYN A",,174,47494.0,nyccfb,not_in_fec_master,,,,55.35,DEM,false,false,high,Kathryn Garcia was the runner up in the 2021 Democratic primary for Mayor of New York City,,candidate,web-research-v2-2026-08-10,yes
139,C00113753,JOHNSON CONTROLS INC.,174,10237.0,fec,in_master_no_party,Q,C,JOHNSON CONTROLS INC.,55.46,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
140,C00127779,"PRUDENTIAL FINANCIAL, INC.",174,18980.0,fec,in_master_no_party,Q,C,"PRUDENTIAL FINANCIAL, INC.",55.58,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
141,C00833566,CONSTITUTIONAL CONSERVATIVES FUND,173,1891.0,fec,in_master_no_party,O,,NONE,55.69,REP,false,false,medium,Conservative independent expenditure committee that spends to elect Republican candidates,https://www.fec.gov/data/committee/C00833566/,ideological_pac,web-research-v2-2026-08-10,yes
