rank,committee,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,idc_caucus,proposed_by,reviewed
1896,FRIENDS OF WILLIAM PARASH,21,7397.9,nyboe,not_in_fec_master,,,,88.82,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1897,EMMER MAJORITY BUILDERS,21,22500.0,fec,in_master_no_party,N,,NONE,88.83,REP,false,false,high,Leadership PAC of Tom Emmer the Republican House Majority Whip from Minnesota and former NRCC chairman,,leadership_pac,false,web-research-2026-08-09,yes
1898,COMMITTEE TO ELECT JUDGE ST. GEORGE,21,5026.0,nyboe,not_in_fec_master,,,,88.84,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1899,SKOUFIS FOR NY SENATE,21,13300.0,nyboe,not_in_fec_master,,,,88.85,DEM,false,false,high,James Skoufis is the Democratic New York State Senator for the Orange County district,,candidate,false,web-research-2026-08-09,yes
1900,VAN BRAMER 2020 A/K/A VAN BRAMER 2021,21,9970.0,nyboe,not_in_fec_master,,,,88.86,DEM,false,false,high,Jimmy Van Bramer was the Democratic New York City Council member for the 26th district in Queens,,candidate,false,web-research-2026-08-09,yes
1901,RE-ELECT GEORGE BARTUNEK,21,2355.0,nyboe,not_in_fec_master,,,,88.86,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1902,FRIENDS OF MICHAEL GOODMAN,21,2412.0,nyboe,not_in_fec_master,,,,88.87,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1903,COMMITTEE TO ELECT MERCEDES NARCISSE,21,10025.0,nyboe,not_in_fec_master,,,,88.88,DEM,false,false,high,Mercedes Narcisse is the Democratic New York City Council member for the 46th district in Brooklyn,,candidate,false,web-research-2026-08-09,yes
1904,MARTINEZ FOR QUEENS,21,7220.0,nyboe,not_in_fec_master,,,,88.89,,false,false,low,Surname-only committee and no Martinez could be matched confidently to a specific Queens race,,candidate,false,web-research-2026-08-09,yes
1905,FRIENDS OF LISA MCARDLE,21,2517.6,nyboe,not_in_fec_master,,,,88.9,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1906,GLENN W. WADDINGTON FOR SUPERVISOR,21,4900.0,nyboe,not_in_fec_master,,,,88.91,,false,false,low,Could not identify which town Glenn W. Waddington sought to lead or which line he ran on,,candidate,false,web-research-2026-08-09,yes
1907,COMMITTEE TO ELECT PAUL A. GIARDINA (A.K.A. CEPAG),21,2820.0,nyboe,not_in_fec_master,,,,88.92,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1908,FRIENDS OF LEAH ROSENSWEIG TOZER,21,2536.0,nyboe,not_in_fec_master,,,,88.93,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1909,FRIENDS OF MADELEINE PETRARA-PERRIN,21,3301.0,nyboe,not_in_fec_master,,,,88.94,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1910,FRIENDS OF RAJA SINGH,21,7202.0,nyboe,not_in_fec_master,,,,88.95,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1911,SUZANNE ADAMS FOR SUPREME COURT 2025,21,7551.05,nyboe,not_in_fec_master,,,,88.95,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1912,NYERS ON THE BALL,21,14094.95,nyboe,not_in_fec_master,,,,88.96,,false,false,low,Generic committee name with no identifiable sponsor or candidate,,other,false,web-research-2026-08-09,yes
1913,YIATIN CHU FOR NEW YORK,21,1850.0,nyboe,not_in_fec_master,,,,88.97,,false,false,low,Yiatin Chu is a New York City Asian American community organizer whose group endorses candidates of both parties so no ballot line applies,,candidate,false,web-research-2026-08-09,yes
1914,FRIENDS OF SEYMOUR LACHMAN,21,3136.0,nyboe,not_in_fec_master,,,,88.98,DEM,false,false,high,Seymour Lachman was the Democratic New York State Senator for the 21st district in Brooklyn,,candidate,false,web-research-2026-08-09,yes
1915,FRIENDS OF SHAKER NELANUTHALA,21,6602.0,nyboe,not_in_fec_master,,,,88.99,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1916,CAMPAIGN FOR EAST HAMPTON,21,6350.0,nyboe,not_in_fec_master,,,,89.0,,false,false,low,Local East Hampton town committee whose sponsoring slate could not be identified,,other,false,web-research-2026-08-09,yes
1917,S.J. JUNG FOR CITY COUNCIL,21,16200.0,nyboe,not_in_fec_master,,,,89.01,DEM,false,false,medium,S.J. Jung ran in Democratic primaries for state senate and city council in Flushing Queens,,candidate,false,web-research-2026-08-09,yes
1918,DEMOCRATIC TURNOUT PROJECT PAC,21,488.0,fec,in_master_no_party,Q,,,89.02,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
1919,MEYER SUOZZI ENGLISH & KLEIN PAC,21,12150.0,nyboe,not_in_fec_master,,,,89.03,,false,true,high,PAC of the Long Island law firm Meyer Suozzi English and Klein which funds officeholders of both parties for access,,corporate_pac,false,web-research-2026-08-09,yes
1920,MIKE MORGILLO FOR ASSEMBLY,21,2545.0,nyboe,not_in_fec_master,,,,89.04,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1921,COMMITTEE TO RE-ELECT JUDGE PATRICIA FILIBERTO,21,3000.0,nyboe,not_in_fec_master,,,,89.05,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1922,COMMITTEE TO ELECT MCQUADE TO THE ASSEMBLY,21,8905.0,nyboe,not_in_fec_master,,,,89.05,,false,false,low,Surname-only assembly committee that could not be matched to a specific New York candidate,,candidate,false,web-research-2026-08-09,yes
1923,DILAN FOR ASSEMBLY,21,18950.0,nyboe,not_in_fec_master,,,,89.06,DEM,false,false,high,Erik Martin Dilan is the Democratic New York State Assemblymember for the 54th district in Brooklyn,,candidate,false,web-research-2026-08-09,yes
1924,FRIENDS OF EDWARD BRAUNSTEIN 2024,21,9125.0,nyboe,not_in_fec_master,,,,89.07,DEM,false,false,high,Edward Braunstein is the Democratic New York State Assemblymember for the 26th district in Queens,,candidate,false,web-research-2026-08-09,yes
1925,COMMITTEE TO ELECT JUDGE VERONICA RENTA IRWIN,21,8139.54,nyboe,not_in_fec_master,,,,89.08,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1926,MCMAHON FOR DISTRICT ATTORNEY,21,11905.0,nyboe,not_in_fec_master,,,,89.09,DEM,false,false,medium,Michael McMahon is the Democratic District Attorney of Richmond County and a former Democratic congressman from Staten Island,,candidate,false,web-research-2026-08-09,yes
1927,MDCNY (MUSLIM DEMOCRATIC CLUB OF NEW YORK),21,1410.0,nyboe,not_in_fec_master,,,,89.1,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
1928,FRIENDS OF RODNEY MCRAE,20,2345.0,nyboe,not_in_fec_master,,,,89.11,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1929,KAVANAGH FOR NEW YORK,20,5400.0,nyboe,not_in_fec_master,,,,89.12,DEM,false,false,high,Brian Kavanagh is the Democratic New York State Senator for the 27th district and a former Manhattan Assemblymember,,candidate,false,web-research-2026-08-09,yes
1930,SUZANNE ADAMS FOR CIVIL COURT,20,7400.0,nyboe,not_in_fec_master,,,,89.13,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1931,FRIENDS OF JUDGE FEINMAN,20,3175.0,nyboe,not_in_fec_master,,,,89.13,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1932,FRIENDS OF CAPTAIN ANDY,20,1995.38,nyboe,not_in_fec_master,,,,89.14,,false,false,low,Committee uses only a nickname so the candidate could not be identified,,candidate,false,web-research-2026-08-09,yes
1933,JUDGE SHARON GIANELLI FOR SUPREME COURT,20,6900.0,nyboe,not_in_fec_master,,,,89.15,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1934,OFF THE SIDELINES PAC,20,8903.0,fec,in_master_no_party,Q,,GILLIBRAND,89.16,DEM,false,false,high,Off the Sidelines is the leadership PAC of Democratic Senator Kirsten Gillibrand and funds Democratic women candidates,,leadership_pac,false,web-research-2026-08-09,yes
1935,NYSAPLS LAND SURVEYORS POLITICAL ACTION COMMITTEE (NEW YORK STATE ASSOCIATION OF,20,975.0,nyboe,not_in_fec_master,,,,89.17,,false,true,high,PAC of the New York State Association of Professional Land Surveyors which is a licensed profession trade group funding incumbents of both parties,,trade_assoc_pac,false,web-research-2026-08-09,yes
1936,SUZANNE ADAMS FOR SUPREME COURT,20,8354.15,nyboe,not_in_fec_master,,,,89.18,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1937,ZACH COHEN FOR EAST HAMPTON,20,16500.0,nyboe,not_in_fec_master,,,,89.19,DEM,false,false,medium,Zachary Cohen was the Democratic nominee for East Hampton Town Supervisor in 2011,,candidate,false,web-research-2026-08-09,yes
1938,LATIMER FOR WESTCHESTER,20,16700.0,nyboe,not_in_fec_master,,,,89.19,DEM,false,false,high,George Latimer is the Democrat who served as Westchester County Executive and now represents the 16th congressional district,,candidate,false,web-research-2026-08-09,yes
1939,FRIENDS OF DAVID MORRIS,20,2295.0,nyboe,not_in_fec_master,,,,89.2,,false,false,low,Most likely the same David A. Morris judicial committee that appears separately in this file and those races are routinely cross-endorsed,,candidate,false,web-research-2026-08-09,yes
1940,PRO EAST HAMPTON,20,8300.0,nyboe,not_in_fec_master,,,,89.21,,false,false,low,Local East Hampton advocacy committee whose sponsoring slate could not be identified,,other,false,web-research-2026-08-09,yes
1941,PROTECT THE VOTE,20,3800.0,fec,in_master_no_party,O,,NONE,89.22,,false,false,low,Generic voting rights committee name used by groups on both sides so the sponsor could not be identified,,ideological_pac,false,web-research-2026-08-09,yes
1942,FRIENDS OF JOE GIRARDI,20,1935.0,nyboe,not_in_fec_master,,,,89.23,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1943,COMMITTEE TO RE-ELECT JUDGE MARGARET C. REILLY,20,3425.0,nyboe,not_in_fec_master,,,,89.24,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1944,MANHATTAN YOUNG DEMOCRATS,20,1199.0,nyboe,not_in_fec_master,,,,89.25,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
1945,BETTER RIVERHEAD,20,1434.0,nyboe,not_in_fec_master,,,,89.25,,false,false,low,Local Riverhead town committee whose sponsoring slate could not be identified,,other,false,web-research-2026-08-09,yes
1946,COMMITTEE TO RE-ELECT JUDGE DANA MITCHELL JAFFE,20,2254.0,nyboe,not_in_fec_master,,,,89.26,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1947,HON. ANDREW M. ENGEL 2018 CAMPAIGN COMMITTEE,20,3200.0,nyboe,not_in_fec_master,,,,89.27,,false,false,medium,Andrew M. Engel is a Nassau County judge and Nassau judicial races are routinely cross-endorsed by both major parties,,candidate,false,web-research-2026-08-09,yes
1948,FRIENDS OF ABE GEORGE,20,2311.0,nyboe,not_in_fec_master,,,,89.28,DEM,false,false,medium,Abe George ran in the 2013 Democratic primary for Brooklyn District Attorney,,candidate,false,web-research-2026-08-09,yes
1949,GRODENCHIK 2017,20,5600.0,nyboe,not_in_fec_master,,,,89.29,DEM,false,false,high,Barry Grodenchik was the Democratic New York City Council member for the 23rd district in Queens,,candidate,false,web-research-2026-08-09,yes
1950,FRIENDS OF DAVE BETTS,20,2400.0,nyboe,not_in_fec_master,,,,89.3,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1951,FRIENDS OF SAL EJAZ,20,9477.0,nyboe,not_in_fec_master,,,,89.31,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1952,ROSEMARIE MONTALBANO FOR CIVIL COURT JUDGE (RMFCCJ),20,6675.0,nyboe,not_in_fec_master,,,,89.32,,false,false,medium,Judicial committee and Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties so no single ballot line applies,,candidate,false,web-research-2026-08-09,yes
1953,FRIENDS OF PETER MAYER,20,3650.0,nyboe,not_in_fec_master,,,,89.32,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
1954,COMMITTEE TO ELECT DANA GROSSBLATT,20,2650.0,nyboe,not_in_fec_master,,,,89.33,,false,false,low,No New York candidate or officeholder of this name could be identified so no ballot line could be established,,candidate,false,web-research-2026-08-09,yes
